user_id,live_city_id,desire_jd_city_id,desire_jd_industry_id,desire_jd_type_id,desire_jd_salary_id,cur_industry_id,cur_jd_type,cur_salary_id,cur_degree_id,birthday,start_work_date,experience
02ee56d58a575eb322a058ad79cfabb9,763,"763,-,-","房地产/建筑/建材/工程,快速消费品（食品/饮料/烟酒/日化）,耐用消费品（服饰/纺织/皮革/家具/家电）","助理/秘书/文员,销售行政经理/主管",600108000,房地产/建筑/建材/工程,,0600108000,本科,27,2015,计划|互联网参考模型osi七层|中餐烹饪|管理制度|礼品|office|组织|生产计划|微信公众号|信息管理与信息系统|责任心|市场专员|数据统计分析|生产管理|powerpoint/ppt|crm系统|结合|市场部|协调|烹饪|筹备|协会|公众|领导|收集整理|沟通协调|申请|审计|销售技能|统计|协调能力|财务|审计学|协助|学习|团队领导|活动执行|学习能力|制度|经销商|发票|word|活动|尤克里里|积极主动|对账|执行|报告|系统|业务|数据分析|采购|沟通能力|oa系统|自我评价|平台|客户|会议|培训|crm|行政|大客户|生产|微博|c1驾驶执照|会议记录|制作|健身|展会|报表|瑜伽|excel|数据|策划|市场|兴趣爱好|内勤|ppt|微信公众号运营管理|报销|助理|驾驶能力|微信|发货
264415e1e6ac7044a1e5fd05c15c466a,627,"627,-,-","政府/公共事业/非盈利机构,房地产/建筑/建材/工程,贸易/进出口","人力资源,行政/后勤/文秘,销售行政/商务",400106000,能源/矿产/采掘/冶炼,人力资源,0400106000,大专,30,2011,资料|核销|电话|前台|熟练|管理|接待|商务|数据分析|后勤部|酒店|办公室|人事|收集|调研|行政专员|行政|顾问|文职|销售行政|咨询|出纳|编辑|娱乐|商超|软件|报销|工商管理|服务|制度|录入|家庭|销售|事务
12922ecb8e4c5726664800cf9aeb10c0,698,"691,698,-",房地产|建筑业,土木/建筑/装修/市政工程,800110000,教育/培训/院校,,0800110000,大专,27,2014,领导|施工|资料|建设|引导|业务|发展|完善|市场|推销|大学|销售代表|办公室|技术员|资料员
2456b26bcd90d7124a8b5d665387dfaa,765,"765,-,-","银行,房地产/建筑/建材/工程,专业服务/咨询(财会/法律/人力资源等)",财务/审计/税务,800110000,物业管理/商业中心,财务/审计/税务,0600108000,本科,27,2014,预算|注册会计师|做账|预算编制|财务报表|财务软件|office|预算软件|成本|档案整理|薪酬|财务助理|会计师|费用|检查|仓库|账务|审计|统计|用友|财务|发展|审计学|企业|会计从业资格（已取消）|erp系统|团队领导|sap系统|经营|录入|监督|审核|销售|结账|分类|复核|分析|资料|材料|对账|bi|财务制度|档案|项目预算|系统|会计|业务|决算|主管|工程预算|核算|数据分析|归档|申报|税务|培训|控制|记账|财务管理|入账|保管|盘点|报表|数据|资产|报销
067ad615dd846785a786a36c70bade6b,606,"606,765,682",房地产/建筑/建材/工程,工程造价/预结算,1000115000,房地产/建筑/建材/工程,土木/建筑/装修/市政工程,0400106000,,30,2010,招标|互联网参考模型osi七层|外国语言文学|综合|二级建造师证书|bim|计算|预算编制|对日|处理|office|预算软件|组织|合同|责任心|商务|建造师|工程造价|人事|造价工程师|算量软件|投标|预算师|工程计量|广联达算量|标书制作|经营管理|方案|检查|申请|软件工程师|结算|协调能力|土建|sap系统|项目部|供热|学习能力|进度|审核|渠道|分析|文件|资料|询价|db2数据库|项目预算|报告|主动性|施工单位|薪资|windows系统操作|基建|系统|核对|工程预算|内容|os|资料整理|业主|运行|计价软件|编制|报表|数据|cobol|ibm|资质|revit|工程进度|报价|photoshop（ps）图像处理软件
27520e07bc2047b34007392122b6b4d9,530,"530,-,-","交通/运输,教育/培训/院校,家居/室内设计/装饰装潢","机动车司机/驾驶,销售业务,销售管理",800110000,零售/批发,销售业务,0800110000,本科,27,2013,商务礼仪|记者|房产|客户资源|吃苦|货物运输|自主创业|运输|调查|大学|创业|自我评价|表现|行业|新闻学|驾驶|团队合作|销售业务|水平|市场|编辑|记录|人际关系|稳重|物流|团队领导|中介|驾驶能力|学习能力|环境|排版|销售|商务谈判|室内装潢设计
28970b1ff5cdc60b57acc59c88b45029,538,"517,930,529","房地产/建筑/建材/工程,物业管理/商业中心,贸易/进出口",英语翻译,0,交通|运输|物流|仓储,项目管理/项目协调,1000115000,本科,27,2015,外国语言文学|文件|投资|资料|质量部|员工|实习|管理|英语|考勤|合同|保证|租房|组织协调|实施|收发|邮件|归档|葡萄牙语|收集|税务|内容|会议|标书制作|语言|行政|翻译|总裁助理|转让|协调能力|协助|标书|记录|维修|经理助理|助理|行政管理|车辆管理|总经理助理|分类
2673c6fbcf663e1f92857091753ffd7d,854,"854,552,-",房地产/建筑/建材/工程,"副总裁/副总经理,房地产项目管理",2500199999,房地产/建筑/建材/工程,土木/建筑/装修/市政工程,1500125000,大专,33,2007,园林|结构工程|施工管理|管理制度|监督管理|项目施工|消防|项目管理|成本控制|管理|工程施工|工程部|技术管理|建设工程|负责管理|工程建设|景观艺术设计|团队领导|工程造价|经理|房地产项目|生产管理
2ff0aa2bb2d6f510b613daceca92d66f,613,"613,-,-",其他,其他,0,房地产/建筑/建材/工程,农/林/牧/渔业,0400106000,大专,30,2011,作业管理|现场|招待|pv|建设|实习|客户经理|医院|油料|食堂|单位|调度|团队协作|议价|配电|后勤|旅游|操作|领导|保险|医师|建筑材料|管控|统计|木工|机械维修|团队领导|质量|保养|供热|验收|机械|水泥|仓储|车辆管理|水工|混凝土|内业|材料员|维护|路面|投资|施工|询价|材料|对账|稽查|风险|材料采购|生态|保温材料|工程|排水工程|考勤|聚氨酯|采购|自我评价|装修|电器|资料管理|市场营销|信用卡|工地|配电柜|采购员|调料|办公用品|水暖|种植|盘点|养殖|购买|市场|维修|pe|物流|适应能力|施工现场|主材|钢材|日常办公|照明灯|工人|电缆
04b05e1a153a23495f4faa2355d18629,765,"765,-,-","房地产/建筑/建材/工程,家居/室内设计/装饰装潢,物业管理/商业中心",助理/秘书/文员,600108000,家居/室内设计/装饰装潢,,0000001000,中专,24,2012,秘书|erp|行政|下单|资料|装饰工程|财务管理|前台|处理|系统|考勤|社保|打印|购买|核算|erp系统|采购|办公室|助理|文员|资料管理
2a7f59d4df4426b9c6950ee7107a911a,565,"565,-,-","房地产/建筑/建材/工程,酒店/餐饮,旅游/度假","销售管理,项目经理/项目主管",800110000,生产|加工|制造,销售管理,0600108000,大专,30,2012,分析|计划|销售部|积极主动|销售经理|单位|调查|售楼部|考核|推广|客户|标书制作|培训|合同谈判|市场营销|关系|流程|研究|管理工作|政府|潜力|完善|市场|产品|市场销售|团队领导|团队|驾驶能力|适应能力|产品销售|销售管理|销售|渠道|维护
1c43a9fcc8c70ff69b871d83c7a8d956,551,"551,-,-","快速消费品（食品/饮料/烟酒/日化）,零售/批发",销售业务,200104000,教育/培训/院校,,0200104000,中专,21,2014,销售业务|幼儿教师|娱乐|酒店|营业员资格证|商超|收银员|老师|服务|管理|收银
11b4700d64e3e63dd5eb853e16a4ae8f,854,"854,-,-","房地产/建筑/建材/工程,环保,教育/培训/院校",财务/审计/税务,400106000,耐用消费品（服饰/纺织/皮革/家具/家电）,财务/审计/税务,0400106000,本科,27,2013,药品|开票|系统|审计|制作|认证|会计|财务|业务|财务会计|库存|盘点|报表|社保|erp系统|采购|报销|审核|税务|医疗器械
13eb70bf0b6c466f37a8a58ad45a3371,653,"653,-,-",其他,行政/后勤/文秘,400106000,教育/培训/院校,销售业务,0400106000,本科,27,2017,课后|家长|外国语言文学|教师|电话|行政助理|英语|英语课程|反馈|沟通能力|沟通|助教|课程|教学|推荐|亲和力|咨询|协助|学习|学生|购买|记录|团队领导|邀约|作业|学员|小学教师|小学|课程顾问|维护
07ed6240be674cb836d3b8731aade96f,583,"533,-,-",其他,其他,400106000,教育/培训/院校,,0400106000,大专,21,2018,家长|资料|电话|库房|档案|复印|执行|前台|处理|吃苦|快递|系统|接待|oa|行政事务|oa系统|自我评价|协调沟通|沟通|收发|策划活动|市场部|卫生|协调|客户|筹备|行政|领导|活动策划|检查|办公用品|接听|统计|文档|策划|统筹|行政工作|与人沟通|服务|录入|监督|接收
0606a3d1ff4e3beb0a8eaaf58186885b,599,"599,-,-","物流/仓储,教育/培训/院校,快速消费品（食品/饮料/烟酒/日化）","招聘专员/助理,后勤人员,内勤人员",200104000,酒店/餐饮,销售业务,0200104000,大专,24,2017,地区|互联网参考模型osi七层|受理|仲裁|招商|电话邀约|处理|招商专员|快递|餐饮|业务|投诉|指导|结合|合作|客户|协调|培训|客服|操作|客服专员|回访|咨询|加盟|团队领导
0457c67a59f1f4dff9658316cb7ca5c2,801,"801,-,-","房地产/建筑/建材/工程,家居/室内设计/装饰装潢,酒店/餐饮","区域销售专员/助理,财务/审计/税务,行政/后勤/文秘",200104000,家居/室内设计/装饰装潢,,0400106000,大专,36,2002,积极主动|收款|施工|电话|处理|吃苦|系统|核对|核算|销售员|财务助理|自我评价|沟通|团队协作|投诉|登记|金蝶系统|合作|客户|客服|核查|安排|财务管理|账务|申请|回访|统计|财务|报表|协助|erp系统|出纳|建筑安装|内勤|稳重|团队领导|报销|适应能力|商家|审核|销售|发票|工人
07b9e6dcae97e77fe7205ea17f0dc706,765,"831,-,-","房地产/建筑/建材/工程,专业服务/咨询(财会/法律/人力资源等)","人力资源专员/助理,总裁助理/总经理助理",600108000,专业服务/咨询(财会/法律/人力资源等),咨询/顾问/调研/数据分析,0000001000,大专,21,2017,分析|商务代表|办事处|商务|招聘|分析数据|数据分析|沟通能力|实施|沟通|发布|后期|市场部|协调|互动|校园|订单|行政|线下|生产|全局观念|配货|财务|协调能力|审计学|区域|协助|产品|功能|业务流程|物流|行政工作|服务|商家|政策|销售
0b3d56b09937a15d94595679a43e627b,538,"538,-,-",其他,"生物/制药/医疗器械,行政经理/主管/办公室主任",800110000,房地产/建筑/建材/工程,,0800110000,本科,27,2015,活动|分析|行政主管|资料|运营|总助|员工|执行|组织|反馈|传达|自我评价|沟通|人事|收集|运作|协调|会议|行政|领导|会议记录|编制|区域|协助|数据|完善|内部管理|制度|门店
126c95850117c1374770d460529cfa89,531,"531,-,-",其他,出纳员,0,房地产/建筑/建材/工程,,0400106000,大专,24,2017,报税|自我评价|记账|会计
28d67ce3214210d6c1dc8ad7c492fb94,530,"574,530,530","广告/会展/公关,文化|传媒|娱乐|体育,教育/培训/院校","公关/媒介,采购/贸易,广告/会展项目管理",1500125000,教育/培训/院校,项目管理/项目协调,1000115000,本科,27,2012,筛选|互联网参考模型osi七层|体系|管理制度|库房|摄像|项目主管|谈判|保证|酒店|道具|摄影|方案|人力|后端|结算|项目实施|协调能力|生物技术|企业|师资|职能部门|供应商|匹配|活动|执行部|运营|执行|系统|项目策划|业务部门|业务|培训部|采购|辅助|服装|采购部|产业|资源|合作|采购总监|客户|订单|流程|院校|项目经理|车辆|策划|审批|完善|借款|团队|物品|报销|总监|混合|摄影摄像
150286bd0ca415905fd2292cc4f52083,719,"719,-,-",房地产/建筑/建材/工程,房地产销售经理,0,房地产/建筑/建材/工程,,0600108000,大专,27,2011,安排|人员培训|副经理|销售工作|执行|销售经理|协助|数据分析|销售员|沟通能力|团队领导|快速|政策|销售|内容|客户
02473336cf02be3f8ff1f2b46a24d965,636,"636,-,-","房地产/建筑/建材/工程,贸易/进出口,快速消费品（食品/饮料/烟酒/日化）,零售/批发,耐用消费品（服饰/纺织/皮革/家具/家电）,能源/矿产/采掘/冶炼,媒体/出版/影视/文化传播,农/林/牧/渔,政府/公共事业/非盈利机构,大型设备/机电设备/重工业,仪器仪表及工业自动化,办公用品及设备,医疗设备/器械,交通/运输,物业管理/商业中心,广告/会展/公关,检验/检测/认证,家居/室内设计/装饰装潢,专业服务/咨询(财会/法律/人力资源等),加工制造（原料加工/模具）","财务/审计/税务,行政/后勤/文秘",200104000,酒店/餐饮,,0200104000,大专,27,2011,会计初级职称|银行|营业|注册会计师|做账|计算|财务软件|票据|office|水电|保证|成本|回收|金蝶财务|会计工作|酒店|财务助理|协调沟通|人事|登记|资金|费用|核查|附件|安排|成本控制|应收|仓库|申请|审计|会计从业资格|统计|团队合作|财务|审计学|会计从业资格（已取消）|固定资产|erp系统|团队领导|制度|供应商|审核|发票|汇算|分析|入库|对账|人事部|财务制度|账款|考勤|社保|沟通能力|辅助|自我评价|金蝶|申报|税务|信用卡|控制|记账|财务管理|装订|公积金|保管|编制|盘点|报表|打印|购买|报销|账单
0c064457534babd4bb6c284e50732da3,574,"574,531,-",加工制造（原料加工/模具）,行政经理/主管/办公室主任,1000115000,房地产/建筑/建材/工程,行政/后勤/文秘,1000115000,大专,33,2006,秘书|办主任|基层|员工|建设|执行能力|实习|组织|公文|办公室|电视台|经理|后勤|标书制作|网络|领导|人力资源管理|管理工作|企业|质量管理|固定资产|公文写作|对外|行政工作|行政管理|制度|综合部|监督|审核|车辆管理|活动|文件|记者|材料|政工师|档案|宣传部|考勤|采购|实施|后勤部|宣传|视频剪辑|有线|资料管理|会议|规划|党务工作|行政|文化|撰写|餐厅|办公室主任|写作|办公用品|车辆|系统管理|策划|完善|外联|监控|摄影摄像
04f8556d4a279311bc8d8f382d6c9333,719,"719,-,-","房地产/建筑/建材/工程,贸易/进出口,大型设备/机电设备/重工业","会计/会计师,成本会计,会计经理/主管",400106000,房地产/建筑/建材/工程,财务/审计/税务,0400106000,本科,30,2011,分析|预算|财务主管|统计数据|注册会计师|计算|会计报表|薪资|预算软件|制作|统计|会计|核对|财务|往来|库存|编制|报表|主管|会计凭证|数据|总帐主管|报销|审核
0faae0bc4519cc91c4130cb707132d4d,538,"538,-,-","物业管理/商业中心,教育/培训/院校,加工制造（原料加工/模具）","助理/秘书/文员,实习生/培训生/储备干部,培训专员/助理",400106000,,,-,大专,21,-,亲和力|责任心|互联网参考模型osi七层
2db36017bd46d4952c83fcf9fc9bfb27,719,"719,-,-",房地产/建筑/建材/工程,房地产销售/置业顾问,600108000,房地产/建筑/建材/工程,房地产开发/经纪/中介,0400106000,本科,27,2016,讲解|销售工作|签约|流程|技巧|office|销售技能|接待|谈判|推介|需求|楼盘|职业顾问|售后服务|邀约|制图软件|置业顾问|值班|客户|photoshop（ps）图像处理软件
1b2170b949d06a710de2d17c9931cd61,719,"719,-,-",房地产/建筑/建材/工程,建筑施工现场管理,400106000,房地产/建筑/建材/工程,土木/建筑/装修/市政工程,0200104000,大专,24,2016,施工管理|资料|现场|施工|建设|工程测量|放线|社区|安全|质量|厂房|作业|施工员|监理|资料员
0aa27e53a749528544746955d1529c16,702,"702,-,-","礼品/玩具/工艺美术/收藏品/奢侈品,教育/培训/院校,贸易/进出口",销售业务,600108000,礼品/玩具/工艺美术/收藏品/奢侈品,,0600108000,大专,24,2017,销售业务|珠宝|顾问|沟通|邀约|后期|销售|客户|盘点
0aac4322db0b0a49c6baa2efbe9b30c4,637,"637,-,-","教育/培训/院校,物业管理/商业中心,政府/公共事业/非盈利机构",行政/后勤/文秘,400106000,能源/矿产/采掘/冶炼,,0400106000,本科,39,2000,档案管理|秘书|互联网参考模型osi七层|行政主管|综合|机构|建设|office|组织|接待|飞机|文字功底|责任心|公文|路演|团队协作|协调|内审员|安排|方案|技术|检查|人力资源管理|发展|企业|学习|政府|仪表|电子|团队领导|质量|制度|文字|行政公文写作|电子商务|活动|投资|材料|总助|融资|主动性|行政助理|采购|保障|自我评价|宣传|沟通|行政部|申报|管理部|资料管理|人力资源管理师|会议|规划|培训|质检员上岗证|行政|控制|撰写|写作|办公用品|代表|车辆|策划|地产
0e0bf39c6c4e1a43645c627c14e1174d,538,"538,-,-","专业服务/咨询(财会/法律/人力资源等),媒体/出版/影视/文化传播",实习生,600108000,教育/培训/院校,,0200104000,本科,21,-,责任心|唱歌|储备干部|外国语言文学|自我评价|助教|跳舞|英语|实习生|培训
01821457cb2ce5a4012f1c6e3fb748df,538,"538,-,-","媒体/出版/影视/文化传播,其他","人力资源专员/助理,招聘专员/助理,行政专员/助理",600108000,教育/培训/院校,人力资源,0400106000,本科,24,2016,互联网参考模型osi七层|css|移动|ps|html5|zepto|媒体|网页制作|ajax|hbuilder|mvvm|dev|sass|app|firebug|iscroll|work|销售技能|协调能力|javascript|室内设计|ap|咨询|erp系统|rem布局|销售|手机|前端|krpano|js|tools|web前端|采购|网页|效果|调试工具|微信场景开发|ss|网页布局技术|交互|浏览器兼容|javascript+|模板|团队|数据交互|适应能力|摄影摄像|外国语言文学|swiper|vue.js框架|vue|office|接待|html5+|webapp开发|3d|div+|团队协作|布局|动画|html|摄影|移动app开发|chrome|spa|ps基本操作|网站|后端|会计从业资格（已取消）|微信开发|设计|团队领导|开发工具|学习能力|vr|css3|frame|网销|mui|网站开发|资料|ajax框架|网页设计|avalon|jquery|angularjs框架|自我评价|英语四级|kit|设计师|资料管理|客户|校园|web前端开发|美容|渲染|mui框架|数据|产品|二次开发|微信
1c943645bbdcfc383d170a6e56d42af7,765,"765,-,-","专业服务/咨询(财会/法律/人力资源等),教育/培训/院校","证券/期货/投资管理/服务,财务/审计/税务",600108000,物业管理/商业中心,财务/审计/税务,0400106000,本科,21,2018,咖啡|外国语言文学|office|主持|设计模式有|erp系统|策划|演讲|编辑|采购|英语四级|团队领导|数据统计分析|powerpoint/ppt|学习能力
2332a2da253cb351685ada9382483013,538,"538,-,-","房地产/建筑/建材/工程,其他","销售管理,行政/后勤/文秘,客服/售前/售后技术支持,总裁助理/总经理助理,部门/事业部管理",0,快速消费品（食品/饮料/烟酒/日化）,高级管理,0800110000,大专,33,2003,责任心|采购|团队领导|适应能力|进取心
1820829af2736949696e3d3c4d0665a9,599,"599,-,-","物业管理/商业中心,教育/培训/院校,零售/批发","咨询/顾问/调研/数据分析,销售行政/商务,商超/酒店/娱乐管理/服务",0,物业管理/商业中心,商超/酒店/娱乐管理/服务,0200104000,本科,27,2013,互联网参考模型osi七层|手机|店长|搭配|茶叶|配饰|销售员|茶艺|推销|交流|服装|销售代表|沟通|促销|效果|陈列|讲解|机器|推荐|主持|商品|购买|功能|顾客|茶艺师|宣传单|销售
117abb7f20a2ff4903d5789ed895a4f8,530,"530,531,532","房地产/建筑/建材/工程,家居/室内设计/装饰装潢,物业管理/商业中心","工程监理/质量管理,施工员,人力资源",600108000,房地产|建筑业,土木/建筑/装修/市政工程,0200104000,本科,24,2018,市政工程|文件|现场|施工|资料|监理工程师|实习|沟通能力|施工员|装修|监理|工程监理|建筑|规划|质检员上岗证|土木|监督管理|训练|质量检验|写作|监理员|协助|记录|巡检|项目部|学习能力|基地
017efba6dc26656610a5f710e81aae25,702,"702,-,-","广告/会展/公关,教育/培训/院校","人力资源专员/助理,绘画,排版设计",200104000,教育/培训/院校,小学教师,0200104000,大专,21,2016,家长|计算机等级|教师|linux系统操作|辅导|吃苦|网页设计|教育培训|sql|责任心|辅导班|销售员|理货员|沟通能力|网页|证书|自我评价|宣传|linux|促销主管|pl/sql|在校期间|人力资源管理师|作文|教学|书法|老师|人力资源管理|货品|制作|导购员|小学生|美术|学生|货物|团队领导|美术教师|文员
12e65f9855c94801f88e994d7c857c5a,763,"763,-,-",教育/培训/院校,"医院/医疗/护理,家教,收银员",200104000,教育/培训/院校,,0400106000,本科,24,2017,活动|换药|家长|辅导|实习|处理|熟练|教育培训|购物|收费|见习生|实习医生|自我评价|中学生|沟通|收银员|促销|推拿|监理|课程|理疗|培训|校园|针灸|安排|方案|营业员资格证|养生保健|医师|老师|零售|反应|保管|病历|外科|学习|治疗|学生|诊断|顾客|作业|数学|执业药师|定向|考虑|寒假|分类
1bff4d72eccf30c50bb0a30e1b5fcb55,703,"703,-,-",教育/培训/院校,其他,400106000,专业服务/咨询(财会/法律/人力资源等),咨询/顾问/调研/数据分析,0200104000,本科,24,2017,职业|专业顾问|推荐|猎头顾问|猎头|客户
142ecfac0f025984adf780340cfea022,613,"613,-,-","家居/室内设计/装饰装潢,房地产/建筑/建材/工程","CAD设计/制图,三维/3D设计/制作",600108000,家居/室内设计/装饰装潢,,0600108000,本科,27,2014,效果图设计|三维|制图|平面制作|化工|深化|吃苦|作图|制作|室内设计|图纸|证书|自我评价|团队领导|设计师|学习能力|cad设计|后期|建筑|3d设计
0d7205d3774542349f0db38ceb3fb448,538,"538,-,-",房地产/建筑/建材/工程,"助理/秘书/文员,薪酬福利专员/助理,会计助理/文员",600108000,房地产/建筑/建材/工程,,0200104000,大专,21,2016,招标|互联网参考模型osi七层|文件|积极主动|资料|银行|报税|注册会计师|档案|处理|吃苦|会计|会计从业资格证书|业务|合同|会计助理|社保|招投标|管理人员|自我评价|团队协作|登记|税务|投标|费用|标书制作|安排|领导|编制投标文件|初级会计职称|备案|专员|财务|编制|报表|协助|会计从业资格（已取消）|资质|稳重|团队领导|报销|适应能力|开户
1bdbf95d85d3051c53a34b8fb8cf8b69,801,"801,-,-","旅游/度假,房地产/建筑/建材/工程",其他,400106000,房地产/建筑/建材/工程,行政/后勤/文秘,0400106000,大专,24,2013,招标|行政|店长|施工|资料|专线|流程|项目施工|管理|接待|租赁|合同|咨询|协助|文档|单位|合同管理|人事|供应商|门店|资料管理|标书制作|旅游
16c80ba4481c6a5e8ffa8b3c5990222e,530,"530,-,-","租赁服务,物业管理/商业中心,房地产/建筑/建材/工程","物业管理,生产管理/运营,房地产开发/经纪/中介",1000115000,物业管理/商业中心,,1000115000,大专,36,2015,互联网参考模型osi七层|现场|员工|建设|实习|处理|工商|管理|房地产|公关|手续|公安|考核|应急|协调|运营部|物业经理|物业管理|客服|敬业|评价|方案|领导|外包|消防|检查|结算|发展|主持|记录|经纪|团队领导|中介|服务|验收|制度|商家|环境|商户|消防设备|监督|支持|商场|维护|公关能力|事件|文件|资料|运营|施工|保安|风险|楼层|工程|购物|保洁|服务意识|沟通能力|分析能力|自我评价|沟通|投诉|消费者|装修|陈列|内容|培训|规划|物业|关系|消防设施|生产|流程|技巧|管工|保管|审批|安全|稳重|团队|顾客|监控|日常管理|消防护卫|群众|商务谈判|团队建设
